activity,parkCode,states,fullName
Junior Ranger Program,tuzi,AZ,Tuzigoot National Monument
Junior Ranger Program,ulsg,MO,Ulysses S Grant National Historic Site
Junior Ranger Program,upde,"NY,PA",Upper Delaware Scenic & Recreational River
Junior Ranger Program,vafo,PA,Valley Forge National Historical Park
Junior Ranger Program,vall,NM,Valles Caldera National Preserve
Junior Ranger Program,valr,HI,Pearl Harbor National Memorial
Junior Ranger Program,vama,NY,Vanderbilt Mansion National Historic Site
Junior Ranger Program,vick,"MS,LA",Vicksburg National Military Park
Junior Ranger Program,vive,DC,Vietnam Veterans Memorial
Junior Ranger Program,voya,MN,Voyageurs National Park
Junior Ranger Program,waba,OK,Washita Battlefield National Historic Site
Junior Ranger Program,waca,AZ,Walnut Canyon National Monument
Junior Ranger Program,wamo,DC,Washington Monument
Junior Ranger Program,wapa,GU,War In The Pacific National Historical Park
Junior Ranger Program,wefa,CT,Weir Farm National Historical Park
Junior Ranger Program,whho,DC,The White House and President's Park
Junior Ranger Program,whis,CA,Whiskeytown National Recreation Area
Junior Ranger Program,whmi,WA,Whitman Mission National Historic Site
Junior Ranger Program,whsa,NM,White Sands National Park
Junior Ranger Program,wica,SD,Wind Cave National Park
Junior Ranger Program,wicl,AR,President William Jefferson Clinton Birthplace Home National Historic Site
Junior Ranger Program,wicr,MO,Wilson's Creek National Battlefield
Junior Ranger Program,wiho,OH,William Howard Taft National Historic Site
Junior Ranger Program,wori,NY,Women's Rights National Historical Park
Junior Ranger Program,wotr,VA,Wolf Trap National Park for the Performing Arts
Junior Ranger Program,wrbr,NC,Wright Brothers National Memorial
Junior Ranger Program,wrst,AK,Wrangell - St Elias National Park & Preserve
Junior Ranger Program,wupa,AZ,Wupatki National Monument
Junior Ranger Program,wwii,DC,World War II Memorial
Junior Ranger Program,yell,"ID,MT,WY",Yellowstone National Park
Junior Ranger Program,york,VA,Yorktown Battlefield Part of Colonial National Historical Park
Junior Ranger Program,yose,CA,Yosemite National Park
Junior Ranger Program,yuch,AK,Yukon - Charley Rivers National Preserve
Junior Ranger Program,zion,UT,Zion National Park
Living History,adam,MA,Adams National Historical Park
Living History,alpo,PA,Allegheny Portage Railroad National Historic Site
Living History,amme,MP,American Memorial Park
Living History,ande,GA,Andersonville National Historic Site
Living History,anti,MD,Antietam National Battlefield
Living History,apco,VA,Appomattox Court House National Historical Park
Living History,arpo,AR,Arkansas Post National Memorial
Living History,beol,CO,Bent's Old Fort National Historic Site
Living History,boha,MA,Boston Harbor Islands National Recreation Area
Living History,bowa,VA,Booker T Washington National Monument
Living History,cabr,CA,Cabrillo National Monument
Living History,care,UT,Capitol Reef National Park
Living History,casa,FL,Castillo de San Marcos National Monument
Living History,chch,"GA,TN",Chickamauga & Chattanooga National Military Park
Living History,ciro,ID,City Of Rocks National Reserve
Living History,cowp,SC,Cowpens National Battlefield
Living History,cuva,OH,Cuyahoga Valley National Park
Living History,cwdw,"DC,MD,VA",Civil War Defenses of Washington
Living History,deso,FL,De Soto National Memorial
Living History,deva,"CA,NV",Death Valley National Park
Living History,eise,PA,Eisenhower National Historic Site
Living History,fila,OH,First Ladies National Historic Site
Living History,foda,TX,Fort Davis National Historic Site
Living History,fofr,GA,Fort Frederica National Monument
Living History,fola,WY,Fort Laramie National Historic Site
Living History,fols,KS,Fort Larned National Historic Site
Living History,foma,FL,Fort Matanzas National Monument
Living History,fomc,MD,Fort McHenry National Monument and Historic Shrine
Living History,fomr,VA,Fort Monroe National Monument
Living History,fone,PA,Fort Necessity National Battlefield
Living History,fopo,CA,Fort Point National Historic Site
Living History,fopu,GA,Fort Pulaski National Monument
Living History,fosc,KS,Fort Scott National Historic Site
Living History,fost,NY,Fort Stanwix National Monument
Living History,fosu,SC,Fort Sumter and Fort Moultrie National Historical Park
Living History,foun,NM,Fort Union National Monument
Living History,fous,"MT,ND",Fort Union Trading Post National Historic Site
Living History,fova,"OR,WA",Fort Vancouver National Historic Site
Living History,fowa,MD,Fort Washington Park
Living History,frsp,VA,Fredericksburg & Spotsylvania National Military Park
Living History,frst,"DE,PA",First State National Historical Park
Living History,gero,IN,George Rogers Clark National Historical Park
Living History,gett,PA,Gettysburg National Military Park
Living History,goga,CA,Golden Gate National Recreation Area
Living History,gosp,UT,Golden Spike National Historical Park
Living History,grko,MT,Grant-Kohrs Ranch National Historic Site
Living History,grpo,MN,Grand Portage National Monument
Living History,guco,NC,Guilford Courthouse National Military Park
Living History,guis,"FL,MS",Gulf Islands National Seashore
Living History,hafe,"WV,VA,MD",Harpers Ferry National Historical Park
Living History,hagr,NY,Hamilton Grange National Memorial
Living History,hamp,MD,Hampton National Historic Site
Living History,hobe,AL,Horseshoe Bend National Military Park
Living History,hofu,PA,Hopewell Furnace National Historic Site
Living History,home,NE,Homestead National Historical Park
Living History,jame,VA,Historic Jamestowne Part of Colonial National Historical Park
Living History,jela,LA,Jean Lafitte National Historical Park and Preserve
Living History,juba,"AZ,CA",Juan Bautista de Anza National Historic Trail
Living History,kala,HI,Kalaupapa National Historical Park
Living History,kimo,SC,Kings Mountain National Military Park
Living History,klse,WA,Klondike Gold Rush - Seattle Unit National Historical Park
Living History,lavo,CA,Lassen Volcanic National Park
Living History,lecl,"IA,ID,IL,IN,KS,KY,MO,MT,NE,ND,OH,OR,PA,SD,WA,WV",Lewis & Clark National Historic Trail
Living History,lewi,"OR,WA",Lewis and Clark National Historical Park
Living History,libo,IN,Lincoln Boyhood National Memorial
Living History,liho,IL,Lincoln Home National Historic Site
Living History,loea,NY,Lower East Side Tenement Museum National Historic Site
Living History,mana,VA,Manassas National Battlefield Park
Living History,mima,MA,Minute Man National Historical Park
Living History,miss,MN,Mississippi National River & Recreation Area
Living History,mnrr,"SD,NE",Missouri National Recreational River
Living History,mocr,NC,Moores Creek National Battlefield
Living History,mono,MD,Monocacy National Battlefield
Living History,mora,WA,Mount Rainier National Park
Living History,morr,NJ,Morristown National Historical Park
Living History,nisi,SC,Ninety Six National Historic Site
Living History,npnh,NY,National Parks of New York Harbor
Living History,npsa,AS,National Park of American Samoa
Living History,paal,TX,Palo Alto Battlefield National Historical Park
Living History,peri,AR,Pea Ridge National Military Park
Living History,pevi,OH,Perry's Victory & International Peace Memorial
Living History,pisp,AZ,Pipe Spring National Monument
Living History,poex,"CA,CO,KS,MO,NE,NV,UT,WY",Pony Express National Historic Trail
Living History,rich,VA,Richmond National Battlefield Park
Living History,rira,MI,River Raisin National Battlefield Park
Living History,rori,CA,Rosie the Riveter WWII Home Front National Historical Park
Living History,rowi,RI,Roger Williams National Memorial
Living History,ruca,AL,Russell Cave National Monument
Living History,safr,CA,San Francisco Maritime National Historical Park
Living History,sahi,NY,Sagamore Hill National Historic Site
Living History,sajh,WA,San Juan Island National Historical Park
Living History,scbl,NE,Scotts Bluff National Monument
Living History,shil,"TN,MS",Shiloh National Military Park
Living History,stri,TN,Stones River National Battlefield
Living History,stsp,"DC,MD,VA",Star-Spangled Banner National Historic Trail
Living History,tapr,KS,Tallgrass Prairie National Preserve
Living History,thri,NY,Theodore Roosevelt Inaugural National Historic Site
Living History,timu,FL,Timucuan Ecological & Historic Preserve
Living History,tuma,AZ,Tumacácori National Historical Park
Living History,ulsg,MO,Ulysses S Grant National Historic Site
Living History,vafo,PA,Valley Forge National Historical Park
Living History,vick,"MS,LA",Vicksburg National Military Park
Living History,voya,MN,Voyageurs National Park
Living History,waba,OK,Washita Battlefield National Historic Site
Living History,whis,CA,Whiskeytown National Recreation Area
Living History,wicr,MO,Wilson's Creek National Battlefield
Living History,york,VA,Yorktown Battlefield Part of Colonial National Historical Park
Living History,yose,CA,Yosemite National Park
Museum Exhibits,abli,KY,Abraham Lincoln Birthplace National Historical Park
Museum Exhibits,afbg,NY,African Burial Ground National Monument
Museum Exhibits,agfo,NE,Agate Fossil Beds National Monument
Museum Exhibits,alca,CA,Alcatraz Island
Museum Exhibits,aleu,AK,Aleutian Islands World War II National Historic Area
Museum Exhibits,alfl,TX,Alibates Flint Quarries National Monument
Museum Exhibits,alpo,PA,Allegheny Portage Railroad National Historic Site
Museum Exhibits,amme,MP,American Memorial Park
Museum Exhibits,ande,GA,Andersonville National Historic Site
Museum Exhibits,anjo,TN,Andrew Johnson National Historic Site
Museum Exhibits,anti,MD,Antietam National Battlefield
Museum Exhibits,apco,VA,Appomattox Court House National Historical Park
Museum Exhibits,arho,VA,"Arlington House, The Robert  E. Lee Memorial"
Museum Exhibits,arpo,AR,Arkansas Post National Memorial
Museum Exhibits,azru,NM,Aztec Ruins National Monument
Museum Exhibits,band,NM,Bandelier National Monument
Museum Exhibits,beol,CO,Bent's Old Fort National Historic Site
Museum Exhibits,bepa,DC,Belmont-Paul Women's Equality National Monument
Museum Exhibits,bica,"MT,WY",Bighorn Canyon National Recreation Area
Museum Exhibits,bicr,AL,Birmingham Civil Rights National Monument
Museum Exhibits,bicy,FL,Big Cypress National Preserve
Museum Exhibits,biho,MT,Big Hole National Battlefield
Museum Exhibits,bisc,FL,Biscayne National Park
Museum Exhibits,boaf,MA,Boston African American National Historic Site
Museum Exhibits,bost,MA,Boston National Historical Park
Museum Exhibits,bowa,VA,Booker T Washington National Monument
Museum Exhibits,brca,UT,Bryce Canyon National Park
Museum Exhibits,brvb,KS,Brown v. Board of Education National Historical Park
Museum Exhibits,cabr,CA,Cabrillo National Monument
Museum Exhibits,caco,MA,Cape Cod National Seashore
Museum Exhibits,cagr,AZ,Casa Grande Ruins National Monument
Museum Exhibits,caha,NC,Cape Hatteras National Seashore
Museum Exhibits,cajo,"VA,MD,DE,DC,PA,NY",Captain John Smith Chesapeake National Historic Trail
Museum Exhibits,cakr,AK,Cape Krusenstern National Monument
Museum Exhibits,cali,"CA,CO,ID,KS,MO,NE,NV,OR,UT,WY",California National Historic Trail
Museum Exhibits,cana,FL,Canaveral National Seashore
Museum Exhibits,cane,KY,Camp Nelson National Monument
Museum Exhibits,care,UT,Capitol Reef National Park
Museum Exhibits,cato,MD,Catoctin Mountain Park
Museum Exhibits,cavo,NM,Capulin Volcano National Monument
Museum Exhibits,cawo,DC,Carter G. Woodson Home National Historic Site
Museum Exhibits,cebe,VA,Cedar Creek & Belle Grove National Historical Park
Museum Exhibits,cech,CA,César E. Chávez National Monument
Museum Exhibits,cham,TX,Chamizal National Memorial
Museum Exhibits,chch,"GA,TN",Chickamauga & Chattanooga National Military Park
Museum Exhibits,chir,AZ,Chiricahua National Monument
Museum Exhibits,chis,CA,Channel Islands National Park
Museum Exhibits,chpi,SC,Charles Pinckney National Historic Site
Museum Exhibits,chri,VI,Christiansted National Historic Site
Museum Exhibits,chsc,AR,Little Rock Central High School National Historic Site
Museum Exhibits,clba,MD,Clara Barton National Historic Site
Museum Exhibits,cong,SC,Congaree National Park
Museum Exhibits,cowp,SC,Cowpens National Battlefield
Museum Exhibits,crla,OR,Crater Lake National Park
Museum Exhibits,crmo,ID,Craters Of The Moon National Monument & Preserve
Museum Exhibits,daav,OH,Dayton Aviation Heritage National Historical Park
Museum Exhibits,deva,"CA,NV",Death Valley National Park
Museum Exhibits,dewa,"NJ,PA",Delaware Water Gap National Recreation Area
Museum Exhibits,ebla,WA,Ebey's Landing National Historical Reserve
Museum Exhibits,efmo,IA,Effigy Mounds National Monument
Museum Exhibits,eise,PA,Eisenhower National Historic Site
Museum Exhibits,elca,"NM,TX",El Camino Real de Tierra Adentro National Historic Trail
Museum Exhibits,elis,"NJ,NY",Ellis Island Part of Statue of Liberty National Monument
Museum Exhibits,elmo,NM,El Morro National Monument
Museum Exhibits,elro,NY,Eleanor Roosevelt National Historic Site
Museum Exhibits,elte,"TX,LA",El Camino Real de los Tejas National Historic Trail
Museum Exhibits,euon,CA,Eugene O'Neill National Historic Site
Museum Exhibits,ever,FL,Everglades National Park
Museum Exhibits,feha,NY,Federal Hall National Memorial
Museum Exhibits,fila,OH,First Ladies National Historic Site
Museum Exhibits,flfo,CO,Florissant Fossil Beds National Monument
Museum Exhibits,fobu,WY,Fossil Butte National Monument
Museum Exhibits,foda,TX,Fort Davis National Historic Site
Museum Exhibits,fodo,"KY,TN",Fort Donelson National Battlefield
Museum Exhibits,fofr,GA,Fort Frederica National Monument
Museum Exhibits,fola,WY,Fort Laramie National Historic Site
Museum Exhibits,fols,KS,Fort Larned National Historic Site
Museum Exhibits,foma,FL,Fort Matanzas National Monument
Museum Exhibits,fomc,MD,Fort McHenry National Monument and Historic Shrine
Museum Exhibits,fomr,VA,Fort Monroe National Monument
Museum Exhibits,fone,PA,Fort Necessity National Battlefield
Museum Exhibits,fopo,CA,Fort Point National Historic Site
Museum Exhibits,fopu,GA,Fort Pulaski National Monument
Museum Exhibits,fora,NC,Fort Raleigh National Historic Site
Museum Exhibits,fosc,KS,Fort Scott National Historic Site
Museum Exhibits,fosm,"AR,OK",Fort Smith National Historic Site
Museum Exhibits,fost,NY,Fort Stanwix National Monument
Museum Exhibits,fosu,SC,Fort Sumter and Fort Moultrie National Historical Park
Museum Exhibits,fous,"MT,ND",Fort Union Trading Post National Historic Site
Museum Exhibits,fova,"OR,WA",Fort Vancouver National Historic Site
Museum Exhibits,frdo,DC,Frederick Douglass National Historic Site
Museum Exhibits,frhi,PA,Friendship Hill National Historic Site
Museum Exhibits,frla,MA,Frederick Law Olmsted National Historic Site
Museum Exhibits,frri,AL,Freedom Riders National Monument
Museum Exhibits,frsp,VA,Fredericksburg & Spotsylvania National Military Park
Museum Exhibits,gegr,NY,General Grant National Memorial
Museum Exhibits,gero,IN,George Rogers Clark National Historical Park
Museum Exhibits,gett,PA,Gettysburg National Military Park
Museum Exhibits,gicl,NM,Gila Cliff Dwellings National Monument
Museum Exhibits,glde,PA,Gloria Dei Church National Historic Site
Museum Exhibits,goga,CA,Golden Gate National Recreation Area
Museum Exhibits,gois,NY,Governors Island National Monument
Museum Exhibits,gosp,UT,Golden Spike National Historical Park
Museum Exhibits,grba,NV,Great Basin National Park
Museum Exhibits,grca,AZ,Grand Canyon National Park
Museum Exhibits,grpo,MN,Grand Portage National Monument
Museum Exhibits,grsa,CO,Great Sand Dunes National Park & Preserve
